workerid,workerid,seclang,gender,age,race,region,regionComments,speaker,sentence,content,intonation,verification,followupchoice,certainty,comment1
AEDJXOPWQULR4,"	",,gen=2,age=3,eth=5,Southwest,"	",kev,S1UM,home,HLL,stay home,response=2,53,
AEDJXOPWQULR4,"	",,gen=2,age=3,eth=5,Southwest,"	",zio,S1UM,apple,HLL,use an apple corer,response=1,83,
AEDJXOPWQULR4,"	",,gen=2,age=3,eth=5,Southwest,"	",zio,S1UM,right,HLL,go right,response=1,60,
AB0ERVDNMMLYS,"	",,gen=2,age=1,eth=3,Texas,"	",zio,S1UM,apple,HLL,Use an apple corer,response=1,100,
AB0ERVDNMMLYS,"	",,gen=2,age=1,eth=3,Texas,"	",kev,S1UM,call,LHL,Call you mom!,response=2,100,
AB0ERVDNMMLYS,"	",,gen=2,age=1,eth=3,Texas,"	",kev,filler,border,before,Few people managed to leave  before the country closed its border,response=2,73,
AB0ERVDNMMLYS,"	",,gen=2,age=1,eth=3,Texas,"	",sara,filler,register,until,Many students registered for the class until the class requirements were posted.,response=2,100,
AB0ERVDNMMLYS,"	",,gen=2,age=1,eth=3,Texas,"	",zio,S1UM,calm,LHL,Be calm!,response=1,95,
AB0ERVDNMMLYS,"	",,gen=2,age=1,eth=3,Texas,"	",kev,S1UM,home,HLL,Stay Home!,response=1,43,
AB0ERVDNMMLYS,"	",,gen=2,age=1,eth=3,Texas,"	",kev,S1UM,dog,LHL,Take the dog for a walk,response=2,100,
AB0ERVDNMMLYS,"	",,gen=2,age=1,eth=3,Texas,"	",zio,S1UM,right,HLL,Go right!,response=1,86,
AIBFR88A00FP3,"	",,gen=1,age=2,eth=1,new york,"	",chr,S1UM,cookie,LHL,Have a cookie.,response=1,100,
AIBFR88A00FP3,"	",,gen=1,age=2,eth=1,new york,"	",sara,filler,operation,before,Only 3 people knew the truth before the operation was underway.,response=1,100,
AIBFR88A00FP3,"	",,gen=1,age=2,eth=1,new york,"	",kev,S1UM,menu,HLL,Read the menu,response=1,100,
AIBFR88A00FP3,"	",,gen=1,age=2,eth=1,new york,"	",bec,S1UM,left,HLL,Turn left,response=1,100,
AIBFR88A00FP3,"	",,gen=1,age=2,eth=1,new york,"	",chr,filler,conference,until,I managed to solicit money from many people until the conference started,response=2,100,
AIBFR88A00FP3,"	",,gen=1,age=2,eth=1,new york,"	",bec,S1UM,window,LHL,open the window,response=1,100,
AIBFR88A00FP3,"	",,gen=1,age=2,eth=1,new york,"	",zio,S1UM,email,HLL,send her an email,response=1,100,
AIBFR88A00FP3,"	",,gen=1,age=2,eth=1,new york,"	",chr,S1UM,coffee,LHL,put some creamer in your coffee.,response=1,100,
A1OWY9C2FGV7DJ,,,gen=2,age=2,eth=3,Florida,,zio,S1UM,cookie,HLL,Have a cookie,response=2,72,
A1OWY9C2FGV7DJ,,,gen=2,age=2,eth=3,Florida,,zio,S1UM,coffee,HLL,Put some creamer in your coffee,response=1,68,
A1OWY9C2FGV7DJ,,,gen=2,age=2,eth=3,Florida,,sara,filler,register,until,Many students register for the class until the class requirements are posted.,response=2,51,
A1OWY9C2FGV7DJ,,,gen=2,age=2,eth=3,Florida,,kev,S1UM,window,HLL,Open the window,response=2,51,
A1OWY9C2FGV7DJ,,,gen=2,age=2,eth=3,Florida,,kev,S1UM,menu,LHL,Read the menu,response=1,50,
A1OWY9C2FGV7DJ,,,gen=2,age=2,eth=3,Florida,,zio,S1UM,email,LHL,Send her a email,response=1,82,
A1OWY9C2FGV7DJ,,,gen=2,age=2,eth=3,Florida,,kev,S1UM,left,LHL,Turn left,response=1,100,
A1OWY9C2FGV7DJ,,,gen=2,age=2,eth=3,Florida,,kev,filler,border,before,Few people manage to leave before the country closed its border.,response=2,100,
ABI1EI8UQK6LK,"thanks!	",,gen=1,age=5,eth=3,idaho,"thanks!	",chr,S1UM,cookie,HLL,Have a cookie.,response=1,50,
ABI1EI8UQK6LK,"thanks!	",,gen=1,age=5,eth=3,idaho,"thanks!	",chr,S1UM,coffee,HLL,Put some creamer in your coffee.,response=1,64,
ABI1EI8UQK6LK,"thanks!	",,gen=1,age=5,eth=3,idaho,"thanks!	",sara,filler,border,until,3 people managed to leave until the country closed its border.,response=2,66,
ABI1EI8UQK6LK,"thanks!	",,gen=1,age=5,eth=3,idaho,"thanks!	",bec,S1UM,window,HLL,Open the window.,response=1,54,
ABI1EI8UQK6LK,"thanks!	",,gen=1,age=5,eth=3,idaho,"thanks!	",chr,filler,register,before,Many students registered for the class before the class requirements were posted.,response=2,63,
ABI1EI8UQK6LK,"thanks!	",,gen=1,age=5,eth=3,idaho,"thanks!	",chr,S1UM,email,LHL,Send her an email...,response=2,54,
ABI1EI8UQK6LK,"thanks!	",,gen=1,age=5,eth=3,idaho,"thanks!	",bec,S1UM,left,LHL,Turn left,response=1,77,
ABI1EI8UQK6LK,"thanks!	",,gen=1,age=5,eth=3,idaho,"thanks!	",bec,S1UM,menu,LHL,Read the menu,response=2,50,
A1DZMZTXWOM9MR,"n/a	",,gen=2,age=2,eth=1,Westcoast ,"n/a	",chr,S1UM,coffee,HLL,put some creamer in your coffee.,response=1,100,na
A1DZMZTXWOM9MR,"n/a	",,gen=2,age=2,eth=1,Westcoast ,"n/a	",chr,S1UM,email,LHL,send her a email.,response=1,100,na
A1DZMZTXWOM9MR,"n/a	",,gen=2,age=2,eth=1,Westcoast ,"n/a	",bec,S1UM,menu,LHL,read the menu,response=1,100,na
A1DZMZTXWOM9MR,"n/a	",,gen=2,age=2,eth=1,Westcoast ,"n/a	",chr,filler,register,before,many students registered for the class before the class requirements were posted.,response=1,100,na
A1DZMZTXWOM9MR,"n/a	",,gen=2,age=2,eth=1,Westcoast ,"n/a	",bec,S1UM,left,LHL,turn left,response=1,100,na
A1DZMZTXWOM9MR,"n/a	",,gen=2,age=2,eth=1,Westcoast ,"n/a	",bec,S1UM,window,HLL,open the window,response=1,100,na
A1DZMZTXWOM9MR,"n/a	",,gen=2,age=2,eth=1,Westcoast ,"n/a	",sara,filler,border,until,few people managed to leave until the country closed its border.,response=2,82,na
A1DZMZTXWOM9MR,"n/a	",,gen=2,age=2,eth=1,Westcoast ,"n/a	",chr,S1UM,cookie,HLL,have a cookie,response=1,85,na
A33M7EZ72P8TWF,"NONE	",,gen=2,age=2,eth=1,NY,"NONE	",chr,filler,conference,until,I managed to solicit money from many people until the conference started,response=1,67,
A33M7EZ72P8TWF,"NONE	",,gen=2,age=2,eth=1,NY,"NONE	",chr,S1UM,coffee,LHL,is that cream on your coffee?,response=1,85,
A33M7EZ72P8TWF,"NONE	",,gen=2,age=2,eth=1,NY,"NONE	",zio,S1UM,email,HLL,send her an email,response=1,100,
A33M7EZ72P8TWF,"NONE	",,gen=2,age=2,eth=1,NY,"NONE	",bec,S1UM,left,HLL,turn left,response=1,95,
A33M7EZ72P8TWF,"NONE	",,gen=2,age=2,eth=1,NY,"NONE	",chr,S1UM,cookie,LHL,have a cookie,response=1,90,
A33M7EZ72P8TWF,"NONE	",,gen=2,age=2,eth=1,NY,"NONE	",kev,S1UM,menu,HLL,read the menu,response=1,85,
A33M7EZ72P8TWF,"NONE	",,gen=2,age=2,eth=1,NY,"NONE	",bec,S1UM,window,LHL,open the window ,response=1,87,
A33M7EZ72P8TWF,"NONE	",,gen=2,age=2,eth=1,NY,"NONE	",sara,filler,operation,before,only three people knew the truth before the operation was underway. ,response=2,81,
AMPMTF5IAAMK8,"	",,gen=2,age=2,eth=3,Illinois,"	",bec,S1UM,home,HLL,stay home,response=1,21,
AMPMTF5IAAMK8,"	",,gen=2,age=2,eth=3,Illinois,"	",bec,S1UM,dog,LHL,take the dog for a walk,response=2,27, 
AMPMTF5IAAMK8,"	",,gen=2,age=2,eth=3,Illinois,"	",chr,S1UM,right,HLL,go right,response=1,67,
AMPMTF5IAAMK8,"	",,gen=2,age=2,eth=3,Illinois,"	",chr,S1UM,calm,LHL,be calm,response=1,23,
AMPMTF5IAAMK8,"	",,gen=2,age=2,eth=3,Illinois,"	",sara,filler,border,until,few people managed to leave until the country closed it's border,response=1,12,
AMPMTF5IAAMK8,"	",,gen=2,age=2,eth=3,Illinois,"	",chr,filler,register,before,many students registered for the class before the class requirements were posted,response=2,15,
AMPMTF5IAAMK8,"	",,gen=2,age=2,eth=3,Illinois,"	",bec,S1UM,call,LHL,call your mom,response=2,49,
AMPMTF5IAAMK8,"	",,gen=2,age=2,eth=3,Illinois,"	",chr,S1UM,apple,HLL,use an apple corer,response=1,40,
AA4KKLIU4C3NY,Thank you.,,gen=2,age=3,eth=3,NC,Thank you.,bec,S1UM,window,LHL,Open the window.,response=2,75,
AA4KKLIU4C3NY,Thank you.,,gen=2,age=3,eth=3,NC,Thank you.,bec,S1UM,left,HLL,Turn left.,response=1,72,
AA4KKLIU4C3NY,Thank you.,,gen=2,age=3,eth=3,NC,Thank you.,zio,S1UM,email,HLL,Send her an email.,response=1,81,
AA4KKLIU4C3NY,Thank you.,,gen=2,age=3,eth=3,NC,Thank you.,chr,filler,conference,until,I managed to solicit money from many people until the conference started.,response=1,77,
AA4KKLIU4C3NY,Thank you.,,gen=2,age=3,eth=3,NC,Thank you.,chr,S1UM,cookie,LHL,Have a cookie.,response=1,91,
AA4KKLIU4C3NY,Thank you.,,gen=2,age=3,eth=3,NC,Thank you.,sara,filler,operation,before,Only three people knew the truth before the operation was underway.,response=1,93,
AA4KKLIU4C3NY,Thank you.,,gen=2,age=3,eth=3,NC,Thank you.,chr,S1UM,coffee,LHL,Put some creamer in your coffee.,response=1,95,
AA4KKLIU4C3NY,Thank you.,,gen=2,age=3,eth=3,NC,Thank you.,kev,S1UM,menu,HLL,Read the menu.,response=1,92,
A3CQ41B74ODWUP,,,gen=2,age=4,eth=3,texas,,bec,S1UM,home,HLL,some,response=1,52,
A3CQ41B74ODWUP,,,gen=2,age=4,eth=3,texas,,bec,S1UM,call,LHL,like,response=2,62,
A3CQ41B74ODWUP,,,gen=2,age=4,eth=3,texas,,bec,S1UM,dog,LHL,some,response=2,57,
A3CQ41B74ODWUP,,,gen=2,age=4,eth=3,texas,,sara,filler,border,until,like,response=1,46,
A3CQ41B74ODWUP,,,gen=2,age=4,eth=3,texas,,chr,filler,register,before,yes,response=2,62,
A3CQ41B74ODWUP,,,gen=2,age=4,eth=3,texas,,chr,S1UM,right,HLL,some like,response=2,58,
A3CQ41B74ODWUP,,,gen=2,age=4,eth=3,texas,,chr,S1UM,apple,HLL,somelike,response=2,58,
A3CQ41B74ODWUP,,,gen=2,age=4,eth=3,texas,,chr,S1UM,calm,LHL,like,response=2,43,
A1EOBT1HEM960W,,,gen=1,age=2,eth=3,midwest,,zio,S1UM,calm,HLL,Be calm,response=1,91,
A1EOBT1HEM960W,,,gen=1,age=2,eth=3,midwest,,chr,filler,conference,until,I managed to solicit money from many people until the conference started,response=2,33,
A1EOBT1HEM960W,,,gen=1,age=2,eth=3,midwest,,bec,S1UM,dog,HLL,Take the dog for a walk,response=1,76,
A1EOBT1HEM960W,,,gen=1,age=2,eth=3,midwest,,kev,S1UM,call,HLL,call your mom,response=2,36,
A1EOBT1HEM960W,,,gen=1,age=2,eth=3,midwest,,chr,S1UM,apple,LHL,use an apple corer,response=1,60,
A1EOBT1HEM960W,,,gen=1,age=2,eth=3,midwest,,bec,S1UM,home,LHL,stay home,response=2,34,
A1EOBT1HEM960W,,,gen=1,age=2,eth=3,midwest,,chr,S1UM,right,LHL,go right,response=1,65,
A1EOBT1HEM960W,,,gen=1,age=2,eth=3,midwest,,sara,filler,operation,before,only 3 people knew the truth before the operation was underway,response=1,63,
A1HN2W2M73O741,None,,gen=1,age=2,eth=3,Midwest,None,zio,S1UM,right,LHL,Go right,response=1,89,
A1HN2W2M73O741,None,,gen=1,age=2,eth=3,Midwest,None,zio,S1UM,apple,LHL,apple core,response=2,18,
A1HN2W2M73O741,None,,gen=1,age=2,eth=3,Midwest,None,kev,S1UM,dog,HLL,take the dog for a walk,response=1,98,
A1HN2W2M73O741,None,,gen=1,age=2,eth=3,Midwest,None,sara,filler,conference,before,I managed....before the company started,response=2,55,
A1HN2W2M73O741,None,,gen=1,age=2,eth=3,Midwest,None,bec,S1UM,call,HLL,call you mom,response=1,61,
A1HN2W2M73O741,None,,gen=1,age=2,eth=3,Midwest,None,kev,filler,operation,until,only three people knew the truth before the operation was underway,response=1,98,
A1HN2W2M73O741,None,,gen=1,age=2,eth=3,Midwest,None,kev,S1UM,home,LHL,stay home,response=2,84,
A1HN2W2M73O741,None,,gen=1,age=2,eth=3,Midwest,None,chr,S1UM,calm,HLL,be calm,response=1,76,
A6C4QNQZ1QTUG,No,,gen=2,age=4,eth=3,Midwest,No,chr,S1UM,cookie,LHL,have a cookie,response=2,84,No
A6C4QNQZ1QTUG,No,,gen=2,age=4,eth=3,Midwest,No,chr,filler,conference,until,I manged to solicit money from many people until the conference started,response=1,50,No
A6C4QNQZ1QTUG,No,,gen=2,age=4,eth=3,Midwest,No,sara,filler,operation,before,Only a few people knew the truth until the operation was under way,response=2,99,No
A6C4QNQZ1QTUG,No,,gen=2,age=4,eth=3,Midwest,No,zio,S1UM,email,HLL,Send her an e-mail,response=1,60,
A6C4QNQZ1QTUG,No,,gen=2,age=4,eth=3,Midwest,No,bec,S1UM,left,HLL,Turn left,response=1,100,
A6C4QNQZ1QTUG,No,,gen=2,age=4,eth=3,Midwest,No,bec,S1UM,window,LHL,Open the window,response=2,100,
A6C4QNQZ1QTUG,No,,gen=2,age=4,eth=3,Midwest,No,chr,S1UM,coffee,LHL,Put some creamer in your coffee,response=2,80,
A6C4QNQZ1QTUG,No,,gen=2,age=4,eth=3,Midwest,No,kev,S1UM,menu,HLL,Read the menu,response=1,50,
A2P8VR6J0Q7GXS,,,gen=1,age=1,eth=3,Georgia/South,,zio,S1UM,email,HLL,Send her an email,response=1,100,
A2P8VR6J0Q7GXS,,,gen=1,age=1,eth=3,Georgia/South,,bec,S1UM,window,LHL,Open the window,response=1,95,
A2P8VR6J0Q7GXS,,,gen=1,age=1,eth=3,Georgia/South,,bec,S1UM,left,HLL,Turn left,response=1,100,
A2P8VR6J0Q7GXS,,,gen=1,age=1,eth=3,Georgia/South,,kev,S1UM,menu,HLL,Read the menu,response=1,100,
A2P8VR6J0Q7GXS,,,gen=1,age=1,eth=3,Georgia/South,,sara,filler,operation,before,Only three people knew the truth before the operation was underway,response=1,69,
A2P8VR6J0Q7GXS,,,gen=1,age=1,eth=3,Georgia/South,,chr,filler,conference,until,I managed to solicite money from many people before the conference started,response=1,71,
A2P8VR6J0Q7GXS,,,gen=1,age=1,eth=3,Georgia/South,,chr,S1UM,coffee,LHL,Put some creamer in your coffee,response=1,100,
A2P8VR6J0Q7GXS,,,gen=1,age=1,eth=3,Georgia/South,,chr,S1UM,cookie,LHL,Have a cookie,response=1,63,
A90JBLDKW71DX,Thanks!,,gen=1,age=1,eth=3,NJ,Thanks!,kev,S1UM,home,HLL,Stay home.,response=1,63,
A90JBLDKW71DX,Thanks!,,gen=1,age=1,eth=3,NJ,Thanks!,zio,S1UM,apple,HLL,Use an apple corer. ,response=1,100,
A90JBLDKW71DX,Thanks!,,gen=1,age=1,eth=3,NJ,Thanks!,zio,S1UM,calm,LHL,Be calm.,response=1,100,
A90JBLDKW71DX,Thanks!,,gen=1,age=1,eth=3,NJ,Thanks!,zio,S1UM,right,HLL,Go right.,response=1,67,
A90JBLDKW71DX,Thanks!,,gen=1,age=1,eth=3,NJ,Thanks!,sara,filler,register,until,Many students registered for the class when the classrooms were posted.,response=2,39,Kind of hard to understand. 
A90JBLDKW71DX,Thanks!,,gen=1,age=1,eth=3,NJ,Thanks!,kev,S1UM,dog,LHL,Take the dog for a walk.,response=1,60,
A90JBLDKW71DX,Thanks!,,gen=1,age=1,eth=3,NJ,Thanks!,kev,filler,border,before,A few people managed to leave before the country closed its border,response=2,23,
A90JBLDKW71DX,Thanks!,,gen=1,age=1,eth=3,NJ,Thanks!,kev,S1UM,call,LHL,Call your Mom.,response=2,40,
A3190NYLHUY2ZH,None,,gen=2,age=1,eth=3,South,None,zio,S1UM,email,HLL,Send her an email.,response=1,75,
A3190NYLHUY2ZH,None,,gen=2,age=1,eth=3,South,None,chr,S1UM,cookie,LHL,Have a cookie,response=2,75,
A3190NYLHUY2ZH,None,,gen=2,age=1,eth=3,South,None,chr,filler,conference,until,I managed to solicit money from many people until the conference started,response=2,15,
A3190NYLHUY2ZH,None,,gen=2,age=1,eth=3,South,None,kev,S1UM,menu,HLL,Read the menu,response=1,75,
A3190NYLHUY2ZH,None,,gen=2,age=1,eth=3,South,None,bec,S1UM,left,HLL,Turn left,response=1,90,
A3190NYLHUY2ZH,None,,gen=2,age=1,eth=3,South,None,bec,S1UM,window,LHL,Open the window,response=2,80,
A3190NYLHUY2ZH,None,,gen=2,age=1,eth=3,South,None,sara,filler,operation,before,Only three people knew the trick before the operation was underway,response=1,20,
A3190NYLHUY2ZH,None,,gen=2,age=1,eth=3,South,None,chr,S1UM,coffee,LHL,Put some creamer in your coffee,response=2,70,
AEHONA1BIY9JB,"NA	",,gen=2,age=1,eth=3,Yorktown Virginia,"NA	",bec,S1UM,call,LHL,Call your mom,response=1,65,
AEHONA1BIY9JB,"NA	",,gen=2,age=1,eth=3,Yorktown Virginia,"NA	",chr,S1UM,right,HLL,Go right,response=1,76,
AEHONA1BIY9JB,"NA	",,gen=2,age=1,eth=3,Yorktown Virginia,"NA	",chr,S1UM,apple,HLL,Use an apple core,response=1,62,
AEHONA1BIY9JB,"NA	",,gen=2,age=1,eth=3,Yorktown Virginia,"NA	",chr,S1UM,calm,LHL,Be calm,response=1,64,
AEHONA1BIY9JB,"NA	",,gen=2,age=1,eth=3,Yorktown Virginia,"NA	",chr,filler,register,before,Many students registered for the class before the class requirements were posted,response=2,60,
AEHONA1BIY9JB,"NA	",,gen=2,age=1,eth=3,Yorktown Virginia,"NA	",sara,filler,border,until,Few people managed to leave until the country closed its border,response=2,57,
AEHONA1BIY9JB,"NA	",,gen=2,age=1,eth=3,Yorktown Virginia,"NA	",bec,S1UM,home,HLL,Stay home,response=1,65,
AEHONA1BIY9JB,"NA	",,gen=2,age=1,eth=3,Yorktown Virginia,"NA	",bec,S1UM,dog,LHL,Take the dog for a walk,response=1,59,
A8VFIXE5FL8C6,,,gen=1,age=1,eth=3,New Hampshire,,chr,filler,conference,until,I managed to solicit money from many people until the conference started,response=1,89,
A8VFIXE5FL8C6,,,gen=1,age=1,eth=3,New Hampshire,,chr,S1UM,right,LHL,Go right,response=1,100,
A8VFIXE5FL8C6,,,gen=1,age=1,eth=3,New Hampshire,,zio,S1UM,calm,HLL,Be calm,response=1,90,
A8VFIXE5FL8C6,,,gen=1,age=1,eth=3,New Hampshire,,bec,S1UM,home,LHL,Stay home,response=2,85,
A8VFIXE5FL8C6,,,gen=1,age=1,eth=3,New Hampshire,,chr,S1UM,apple,LHL,Use an apple corer,response=1,94,
A8VFIXE5FL8C6,,,gen=1,age=1,eth=3,New Hampshire,,bec,S1UM,dog,HLL,Take your dog for a walk,response=1,100,
A8VFIXE5FL8C6,,,gen=1,age=1,eth=3,New Hampshire,,sara,filler,operation,before,Only three people knew the truth before the operation was underway,response=1,83,
A8VFIXE5FL8C6,,,gen=1,age=1,eth=3,New Hampshire,,kev,S1UM,call,HLL,Call your mom,response=1,50,
A1M1TSMJB12177,Nope,,gen=2,age=5,eth=3,Florida,Nope,zio,S1UM,right,LHL,go right,response=2,100,
A1M1TSMJB12177,Nope,,gen=2,age=5,eth=3,Florida,Nope,kev,filler,operation,until,only three people knew the truth until the operation was underway,response=1,50,
A1M1TSMJB12177,Nope,,gen=2,age=5,eth=3,Florida,Nope,kev,S1UM,home,LHL,stay home,response=2,100,
A1M1TSMJB12177,Nope,,gen=2,age=5,eth=3,Florida,Nope,chr,S1UM,calm,HLL,be calm,response=1,75,
A1M1TSMJB12177,Nope,,gen=2,age=5,eth=3,Florida,Nope,sara,filler,conference,before,I managed to solicit money from many people before the conference started,response=2,50,
A1M1TSMJB12177,Nope,,gen=2,age=5,eth=3,Florida,Nope,bec,S1UM,call,HLL,call your mom,response=2,80,
A1M1TSMJB12177,Nope,,gen=2,age=5,eth=3,Florida,Nope,zio,S1UM,apple,LHL,use an apple core,response=2,15,
A1M1TSMJB12177,Nope,,gen=2,age=5,eth=3,Florida,Nope,kev,S1UM,dog,HLL,take the dog for a walk,response=1,90,
A1FG4M4370KNFI,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",,gen=2,age=2,eth=3,the Northeast,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",chr,S1UM,apple,LHL,use an apple corer,response=2,1,
A1FG4M4370KNFI,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",,gen=2,age=2,eth=3,the Northeast,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",zio,S1UM,calm,HLL,be calm,response=1,30,
A1FG4M4370KNFI,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",,gen=2,age=2,eth=3,the Northeast,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",sara,filler,operation,before,only three people knew the truth before the operation was underway,response=1,16,
A1FG4M4370KNFI,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",,gen=2,age=2,eth=3,the Northeast,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",bec,S1UM,dog,HLL,take the dog for a walk,response=1,42,
A1FG4M4370KNFI,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",,gen=2,age=2,eth=3,the Northeast,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",chr,filler,conference,until,I managed to solicit money from many people until the conference started,response=1,35,
A1FG4M4370KNFI,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",,gen=2,age=2,eth=3,the Northeast,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",bec,S1UM,home,LHL,stay home,response=2,57,
A1FG4M4370KNFI,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",,gen=2,age=2,eth=3,the Northeast,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",chr,S1UM,right,LHL,go right,response=1,16,
A1FG4M4370KNFI,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",,gen=2,age=2,eth=3,the Northeast,"the answer is where I said I was pretty unsure of which two options was the right one: I answer that way because neither seemed natural	",kev,S1UM,call,HLL,call your mom,response=2,10,
A3F51C49T9A34D,"	",,gen=2,age=4,eth=5,south - Texas,"	",zio,S1UM,right,LHL,go right,response=1,32,
A3F51C49T9A34D,"	",,gen=2,age=4,eth=5,south - Texas,"	",sara,filler,conference,before,i mange to solicit money from many people before the company started,response=2,32,
A3F51C49T9A34D,"	",,gen=2,age=4,eth=5,south - Texas,"	",kev,S1UM,home,LHL,stay home,response=1,50,
A3F51C49T9A34D,"	",,gen=2,age=4,eth=5,south - Texas,"	",kev,S1UM,dog,HLL,take the dog for a walk,response=1,50,
A3F51C49T9A34D,"	",,gen=2,age=4,eth=5,south - Texas,"	",kev,filler,operation,until,only three people knew the truth until the operation was on the way,response=1,50,
A3F51C49T9A34D,"	",,gen=2,age=4,eth=5,south - Texas,"	",zio,S1UM,apple,LHL,use an apple core,response=1,50,
A3F51C49T9A34D,"	",,gen=2,age=4,eth=5,south - Texas,"	",bec,S1UM,call,HLL,call you mom,response=1,32,
A3F51C49T9A34D,"	",,gen=2,age=4,eth=5,south - Texas,"	",chr,S1UM,calm,HLL,be calm,response=1,51,
A24BRTWG07T53Z,"	",,gen=2,age=3,eth=3,Midwest,"	",chr,S1UM,calm,HLL,Become,response=1,71,
A24BRTWG07T53Z,"	",,gen=2,age=3,eth=3,Midwest,"	",zio,S1UM,apple,LHL,Apple core,response=1,88,
A24BRTWG07T53Z,"	",,gen=2,age=3,eth=3,Midwest,"	",kev,S1UM,dog,HLL,Take the dog for a walk,response=1,91,
A24BRTWG07T53Z,"	",,gen=2,age=3,eth=3,Midwest,"	",sara,filler,conference,before,I've managed to solicit money from many people before the company started,response=2,82,
A24BRTWG07T53Z,"	",,gen=2,age=3,eth=3,Midwest,"	",bec,S1UM,call,HLL,Call your mom,response=1,93,
A24BRTWG07T53Z,"	",,gen=2,age=3,eth=3,Midwest,"	",zio,S1UM,right,LHL,Go right.,response=1,97,
A24BRTWG07T53Z,"	",,gen=2,age=3,eth=3,Midwest,"	",kev,filler,operation,until,Only three people knew the truth and told the operation was underway.,response=2,84,
A24BRTWG07T53Z,"	",,gen=2,age=3,eth=3,Midwest,"	",kev,S1UM,home,LHL,Stay home,response=2,62,
A2Y6H6QGPWH4N9,"	",,gen=2,age=1,eth=1,south,"	",kev,S1UM,left,HLL,turn left,response=1,65,
A2Y6H6QGPWH4N9,"	",,gen=2,age=1,eth=1,south,"	",kev,filler,operation,until,only three people knew about the operation,response=1,61,
A2Y6H6QGPWH4N9,"	",,gen=2,age=1,eth=1,south,"	",zio,S1UM,cookie,LHL,have a cookie,response=2,67,
A2Y6H6QGPWH4N9,"	",,gen=2,age=1,eth=1,south,"	",bec,S1UM,menu,HLL,read the menu,response=1,63,
A2Y6H6QGPWH4N9,"	",,gen=2,age=1,eth=1,south,"	",chr,S1UM,email,HLL,send her a email,response=1,70,
A2Y6H6QGPWH4N9,"	",,gen=2,age=1,eth=1,south,"	",sara,filler,conference,before,i;ve managed to solicit,response=1,33,
A2Y6H6QGPWH4N9,"	",,gen=2,age=1,eth=1,south,"	",kev,S1UM,window,LHL,open the window,response=1,30,
A2Y6H6QGPWH4N9,"	",,gen=2,age=1,eth=1,south,"	",zio,S1UM,coffee,LHL,put some creamer in your coffee,response=1,55,
A2DWSKGD9RNKMJ,,,gen=1,age=1,eth=3,Pacific,,chr,S1UM,calm,LHL,Be calm,response=1,90,
A2DWSKGD9RNKMJ,,,gen=1,age=1,eth=3,Pacific,,bec,S1UM,home,HLL,Stay home,response=1,100,
A2DWSKGD9RNKMJ,,,gen=1,age=1,eth=3,Pacific,,bec,S1UM,call,LHL,Call your mom,response=2,75,
A2DWSKGD9RNKMJ,,,gen=1,age=1,eth=3,Pacific,,sara,filler,border,until,Few people managed to leave until the country closed its border,response=2,52,
A2DWSKGD9RNKMJ,,,gen=1,age=1,eth=3,Pacific,,chr,S1UM,apple,HLL,Use an apple corer,response=1,100,
A2DWSKGD9RNKMJ,,,gen=1,age=1,eth=3,Pacific,,chr,S1UM,right,HLL,Go right,response=1,71,
A2DWSKGD9RNKMJ,,,gen=1,age=1,eth=3,Pacific,,bec,S1UM,dog,LHL,Take the dog for a walk,response=2,74,
A2DWSKGD9RNKMJ,,,gen=1,age=1,eth=3,Pacific,,chr,filler,register,before,Many students registered for the class before the class requirements were posted,response=1,52,
A1790ZUAAUYCJ,this is very nice,,gen=1,age=2,eth=3,CA,this is very nice,kev,S1UM,dog,LHL,talk reward,response=1,70,nill
A1790ZUAAUYCJ,this is very nice,,gen=1,age=2,eth=3,CA,this is very nice,kev,S1UM,home,HLL,stay home,response=1,83,
A1790ZUAAUYCJ,this is very nice,,gen=1,age=2,eth=3,CA,this is very nice,kev,S1UM,call,LHL,I learn,response=1,88,
A1790ZUAAUYCJ,this is very nice,,gen=1,age=2,eth=3,CA,this is very nice,kev,filler,border,before,few people manage the leap for the country ,response=1,84,
A1790ZUAAUYCJ,this is very nice,,gen=1,age=2,eth=3,CA,this is very nice,zio,S1UM,calm,LHL,the harm,response=2,79,
